number of images:  37
1/f alpha -2.00833517987
1.42195125e-07
 
Photoreceptor Activity (proportion of diffraction)
 
index	obj_dist_mm	focus_D	off_axis_deg	wavelen_nm	pupil_mm	proportion
3260	46415.888	1.0	10.0	500.0	3.0	0.274
3261	46415.888	1.0	10.0	520.0	3.0	0.305
3262	46415.888	1.0	10.0	540.0	3.0	0.334
3263	46415.888	1.0	10.0	560.0	3.0	0.364
3264	46415.888	1.0	10.0	580.0	3.0	0.396
3265	46415.888	1.0	10.0	600.0	3.0	0.427
3266	46415.888	1.0	10.0	620.0	3.0	0.458
3267	46415.888	1.0	10.0	640.0	3.0	0.491
3268	46415.888	1.0	10.0	660.0	3.0	0.523
3269	46415.888	1.0	10.0	680.0	3.0	0.554
3270	46415.888	1.0	10.0	700.0	3.0	0.585
3271	46415.888	1.0	10.0	720.0	3.0	0.615
3272	46415.888	1.0	10.0	740.0	3.0	0.645
3273	46415.888	1.0	10.0	760.0	3.0	0.675
3274	46415.888	1.0	10.0	780.0	3.0	0.703
3275	46415.888	1.0	10.0	800.0	3.0	0.731
3276	46415.888	1.5	10.0	400.0	3.0	0.132
3277	46415.888	1.5	10.0	420.0	3.0	0.157
3278	46415.888	1.5	10.0	440.0	3.0	0.171
3279	46415.888	1.5	10.0	460.0	3.0	0.189
3280	46415.888	1.5	10.0	480.0	3.0	0.211
3281	46415.888	1.5	10.0	500.0	3.0	0.226
3282	46415.888	1.5	10.0	520.0	3.0	0.246
3283	46415.888	1.5	10.0	540.0	3.0	0.265
3284	46415.888	1.5	10.0	560.0	3.0	0.283
3285	46415.888	1.5	10.0	580.0	3.0	0.304
3286	46415.888	1.5	10.0	600.0	3.0	0.321
3287	46415.888	1.5	10.0	620.0	3.0	0.34
3288	46415.888	1.5	10.0	640.0	3.0	0.359
3289	46415.888	1.5	10.0	660.0	3.0	0.376
3290	46415.888	1.5	10.0	680.0	3.0	0.396
3291	46415.888	1.5	10.0	700.0	3.0	0.414
3292	46415.888	1.5	10.0	720.0	3.0	0.434
3293	46415.888	1.5	10.0	740.0	3.0	0.454
3294	46415.888	1.5	10.0	760.0	3.0	0.473
3295	46415.888	1.5	10.0	780.0	3.0	0.495
3296	46415.888	1.5	10.0	800.0	3.0	0.514
3297	46415.888	2.0	10.0	400.0	3.0	0.125
3298	46415.888	2.0	10.0	420.0	3.0	0.142
3299	46415.888	2.0	10.0	440.0	3.0	0.16
3300	46415.888	2.0	10.0	460.0	3.0	0.172
3301	46415.888	2.0	10.0	480.0	3.0	0.186
3302	46415.888	2.0	10.0	500.0	3.0	0.201
3303	46415.888	2.0	10.0	520.0	3.0	0.215
3304	46415.888	2.0	10.0	540.0	3.0	0.227
3305	46415.888	2.0	10.0	560.0	3.0	0.239
3306	46415.888	2.0	10.0	580.0	3.0	0.254
3307	46415.888	2.0	10.0	600.0	3.0	0.267
3308	46415.888	2.0	10.0	620.0	3.0	0.278
3309	46415.888	2.0	10.0	640.0	3.0	0.288
3310	46415.888	2.0	10.0	660.0	3.0	0.303
3311	46415.888	2.0	10.0	680.0	3.0	0.316
3312	46415.888	2.0	10.0	700.0	3.0	0.328
3313	46415.888	2.0	10.0	720.0	3.0	0.339
3314	46415.888	2.0	10.0	740.0	3.0	0.352
3315	46415.888	2.0	10.0	760.0	3.0	0.365
3316	46415.888	2.0	10.0	780.0	3.0	0.378
3317	46415.888	2.0	10.0	800.0	3.0	0.39
3318	46415.888	2.5	10.0	400.0	3.0	0.122
3319	46415.888	2.5	10.0	420.0	3.0	0.131
3320	46415.888	2.5	10.0	440.0	3.0	0.147
3321	46415.888	2.5	10.0	460.0	3.0	0.161
3322	46415.888	2.5	10.0	480.0	3.0	0.17
3323	46415.888	2.5	10.0	500.0	3.0	0.18
3324	46415.888	2.5	10.0	520.0	3.0	0.19
3325	46415.888	2.5	10.0	540.0	3.0	0.204
3326	46415.888	2.5	10.0	560.0	3.0	0.216
3327	46415.888	2.5	10.0	580.0	3.0	0.223
3328	46415.888	2.5	10.0	600.0	3.0	0.232
3329	46415.888	2.5	10.0	620.0	3.0	0.239
3330	46415.888	2.5	10.0	640.0	3.0	0.25
3331	46415.888	2.5	10.0	660.0	3.0	0.261
3332	46415.888	2.5	10.0	680.0	3.0	0.269
3333	46415.888	2.5	10.0	700.0	3.0	0.278
3334	46415.888	2.5	10.0	720.0	3.0	0.286
3335	46415.888	2.5	10.0	740.0	3.0	0.291
3336	46415.888	2.5	10.0	760.0	3.0	0.302
3337	46415.888	2.5	10.0	780.0	3.0	0.313
3338	46415.888	2.5	10.0	800.0	3.0	0.322
3339	46415.888	3.0	10.0	400.0	3.0	0.118
3340	46415.888	3.0	10.0	420.0	3.0	0.127
3341	46415.888	3.0	10.0	440.0	3.0	0.143
3342	46415.888	3.0	10.0	460.0	3.0	0.15
3343	46415.888	3.0	10.0	480.0	3.0	0.161
3344	46415.888	3.0	10.0	500.0	3.0	0.17
3345	46415.888	3.0	10.0	520.0	3.0	0.178
3346	46415.888	3.0	10.0	540.0	3.0	0.184
3347	46415.888	3.0	10.0	560.0	3.0	0.191
3348	46415.888	3.0	10.0	580.0	3.0	0.202
3349	46415.888	3.0	10.0	600.0	3.0	0.211
3350	46415.888	3.0	10.0	620.0	3.0	0.219
3351	46415.888	3.0	10.0	640.0	3.0	0.224
3352	46415.888	3.0	10.0	660.0	3.0	0.232
3353	46415.888	3.0	10.0	680.0	3.0	0.238
3354	46415.888	3.0	10.0	700.0	3.0	0.241
3355	46415.888	3.0	10.0	720.0	3.0	0.248
3356	46415.888	3.0	10.0	740.0	3.0	0.257
3357	46415.888	3.0	10.0	760.0	3.0	0.265
3358	46415.888	3.0	10.0	780.0	3.0	0.272
3359	46415.888	3.0	10.0	800.0	3.0	0.278
3360	46415.888	3.5	10.0	400.0	3.0	0.114
3361	46415.888	3.5	10.0	420.0	3.0	0.124
3362	46415.888	3.5	10.0	440.0	3.0	0.13
3363	46415.888	3.5	10.0	460.0	3.0	0.134
3364	46415.888	3.5	10.0	480.0	3.0	0.151
3365	46415.888	3.5	10.0	500.0	3.0	0.16
3366	46415.888	3.5	10.0	520.0	3.0	0.168
3367	46415.888	3.5	10.0	540.0	3.0	0.175
3368	46415.888	3.5	10.0	560.0	3.0	0.181
3369	46415.888	3.5	10.0	580.0	3.0	0.186
3370	46415.888	3.5	10.0	600.0	3.0	0.188
3371	46415.888	3.5	10.0	620.0	3.0	0.196
3372	46415.888	3.5	10.0	640.0	3.0	0.205
3373	46415.888	3.5	10.0	660.0	3.0	0.212
3374	46415.888	3.5	10.0	680.0	3.0	0.218
3375	46415.888	3.5	10.0	700.0	3.0	0.223
3376	46415.888	3.5	10.0	720.0	3.0	0.228
3377	46415.888	3.5	10.0	740.0	3.0	0.234
3378	46415.888	3.5	10.0	760.0	3.0	0.239
3379	46415.888	3.5	10.0	780.0	3.0	0.243
3380	46415.888	3.5	10.0	800.0	3.0	0.246
3381	46415.888	4.0	10.0	400.0	3.0	0.111
3382	46415.888	4.0	10.0	420.0	3.0	0.123
3383	46415.888	4.0	10.0	440.0	3.0	0.127
3384	46415.888	4.0	10.0	460.0	3.0	0.132
3385	46415.888	4.0	10.0	480.0	3.0	0.135
3386	46415.888	4.0	10.0	500.0	3.0	0.15
3387	46415.888	4.0	10.0	520.0	3.0	0.16
3388	46415.888	4.0	10.0	540.0	3.0	0.166
3389	46415.888	4.0	10.0	560.0	3.0	0.171
3390	46415.888	4.0	10.0	580.0	3.0	0.178
3391	46415.888	4.0	10.0	600.0	3.0	0.182
3392	46415.888	4.0	10.0	620.0	3.0	0.188
3393	46415.888	4.0	10.0	640.0	3.0	0.189
3394	46415.888	4.0	10.0	660.0	3.0	0.191
3395	46415.888	4.0	10.0	680.0	3.0	0.196
3396	46415.888	4.0	10.0	700.0	3.0	0.202
3397	46415.888	4.0	10.0	720.0	3.0	0.209
3398	46415.888	4.0	10.0	740.0	3.0	0.214
3399	46415.888	4.0	10.0	760.0	3.0	0.22
3400	46415.888	4.0	10.0	780.0	3.0	0.224
3401	46415.888	4.0	10.0	800.0	3.0	0.227
3402	46415.888	4.5	10.0	400.0	3.0	0.109
3403	46415.888	4.5	10.0	420.0	3.0	0.116
3404	46415.888	4.5	10.0	440.0	3.0	0.124
3405	46415.888	4.5	10.0	460.0	3.0	0.131
3406	46415.888	4.5	10.0	480.0	3.0	0.133
3407	46415.888	4.5	10.0	500.0	3.0	0.135
3408	46415.888	4.5	10.0	520.0	3.0	0.149
3409	46415.888	4.5	10.0	540.0	3.0	0.158
3410	46415.888	4.5	10.0	560.0	3.0	0.163
3411	46415.888	4.5	10.0	580.0	3.0	0.168
3412	46415.888	4.5	10.0	600.0	3.0	0.173
3413	46415.888	4.5	10.0	620.0	3.0	0.178
3414	46415.888	4.5	10.0	640.0	3.0	0.181
3415	46415.888	4.5	10.0	660.0	3.0	0.186
3416	46415.888	4.5	10.0	680.0	3.0	0.19
3417	46415.888	4.5	10.0	700.0	3.0	0.192
3418	46415.888	4.5	10.0	720.0	3.0	0.192
3419	46415.888	4.5	10.0	740.0	3.0	0.194
3420	46415.888	4.5	10.0	760.0	3.0	0.197
3421	46415.888	4.5	10.0	780.0	3.0	0.203
3422	46415.888	4.5	10.0	800.0	3.0	0.208
3423	46415.888	5.0	10.0	400.0	3.0	0.105
3424	46415.888	5.0	10.0	420.0	3.0	0.113
3425	46415.888	5.0	10.0	440.0	3.0	0.123
3426	46415.888	5.0	10.0	460.0	3.0	0.128
3427	46415.888	5.0	10.0	480.0	3.0	0.134
3428	46415.888	5.0	10.0	500.0	3.0	0.135
3429	46415.888	5.0	10.0	520.0	3.0	0.134
3430	46415.888	5.0	10.0	540.0	3.0	0.146
3431	46415.888	5.0	10.0	560.0	3.0	0.154
3432	46415.888	5.0	10.0	580.0	3.0	0.161
3433	46415.888	5.0	10.0	600.0	3.0	0.165
3434	46415.888	5.0	10.0	620.0	3.0	0.169
3435	46415.888	5.0	10.0	640.0	3.0	0.174
3436	46415.888	5.0	10.0	660.0	3.0	0.176
3437	46415.888	5.0	10.0	680.0	3.0	0.18
3438	46415.888	5.0	10.0	700.0	3.0	0.183
3439	46415.888	5.0	10.0	720.0	3.0	0.187
3440	46415.888	5.0	10.0	740.0	3.0	0.191
3441	46415.888	5.0	10.0	760.0	3.0	0.194
3442	46415.888	5.0	10.0	780.0	3.0	0.195
3443	46415.888	5.0	10.0	800.0	3.0	0.196
3444	46415.888	5.5	10.0	400.0	3.0	0.112
3445	46415.888	5.5	10.0	420.0	3.0	0.112
3446	46415.888	5.5	10.0	440.0	3.0	0.12
3447	46415.888	5.5	10.0	460.0	3.0	0.124
3448	46415.888	5.5	10.0	480.0	3.0	0.131
3449	46415.888	5.5	10.0	500.0	3.0	0.136
3450	46415.888	5.5	10.0	520.0	3.0	0.135
3451	46415.888	5.5	10.0	540.0	3.0	0.137
3452	46415.888	5.5	10.0	560.0	3.0	0.142
3453	46415.888	5.5	10.0	580.0	3.0	0.15
3454	46415.888	5.5	10.0	600.0	3.0	0.156
3455	46415.888	5.5	10.0	620.0	3.0	0.162
3456	46415.888	5.5	10.0	640.0	3.0	0.165
3457	46415.888	5.5	10.0	660.0	3.0	0.168
3458	46415.888	5.5	10.0	680.0	3.0	0.172
3459	46415.888	5.5	10.0	700.0	3.0	0.175
3460	46415.888	5.5	10.0	720.0	3.0	0.178
3461	46415.888	5.5	10.0	740.0	3.0	0.181
3462	46415.888	5.5	10.0	760.0	3.0	0.184
3463	46415.888	5.5	10.0	780.0	3.0	0.187
3464	46415.888	5.5	10.0	800.0	3.0	0.191
3465	46415.888	6.0	10.0	400.0	3.0	0.104
3466	46415.888	6.0	10.0	420.0	3.0	0.11
3467	46415.888	6.0	10.0	440.0	3.0	0.115
3468	46415.888	6.0	10.0	460.0	3.0	0.124
3469	46415.888	6.0	10.0	480.0	3.0	0.127
3470	46415.888	6.0	10.0	500.0	3.0	0.132
3471	46415.888	6.0	10.0	520.0	3.0	0.137
3472	46415.888	6.0	10.0	540.0	3.0	0.138
3473	46415.888	6.0	10.0	560.0	3.0	0.137
3474	46415.888	6.0	10.0	580.0	3.0	0.14
3475	46415.888	6.0	10.0	600.0	3.0	0.145
3476	46415.888	6.0	10.0	620.0	3.0	0.151
3477	46415.888	6.0	10.0	640.0	3.0	0.156
3478	46415.888	6.0	10.0	660.0	3.0	0.16
3479	46415.888	6.0	10.0	680.0	3.0	0.165
3480	46415.888	6.0	10.0	700.0	3.0	0.167
3481	46415.888	6.0	10.0	720.0	3.0	0.17
3482	46415.888	6.0	10.0	740.0	3.0	0.173
3483	46415.888	6.0	10.0	760.0	3.0	0.176
3484	46415.888	6.0	10.0	780.0	3.0	0.178
3485	46415.888	6.0	10.0	800.0	3.0	0.181
3486	46415.888	6.5	10.0	400.0	3.0	0.098
3487	46415.888	6.5	10.0	420.0	3.0	0.107
3488	46415.888	6.5	10.0	440.0	3.0	0.113
3489	46415.888	6.5	10.0	460.0	3.0	0.119
3490	46415.888	6.5	10.0	480.0	3.0	0.126
3491	46415.888	6.5	10.0	500.0	3.0	0.129
3492	46415.888	6.5	10.0	520.0	3.0	0.134
3493	46415.888	6.5	10.0	540.0	3.0	0.138
3494	46415.888	6.5	10.0	560.0	3.0	0.14
3495	46415.888	6.5	10.0	580.0	3.0	0.138
3496	46415.888	6.5	10.0	600.0	3.0	0.138
3497	46415.888	6.5	10.0	620.0	3.0	0.138
3498	46415.888	6.5	10.0	640.0	3.0	0.145
3499	46415.888	6.5	10.0	660.0	3.0	0.15
3500	46415.888	6.5	10.0	680.0	3.0	0.155
3501	46415.888	6.5	10.0	700.0	3.0	0.159
3502	46415.888	6.5	10.0	720.0	3.0	0.163
3503	46415.888	6.5	10.0	740.0	3.0	0.166
3504	46415.888	6.5	10.0	760.0	3.0	0.168
3505	46415.888	6.5	10.0	780.0	3.0	0.17
3506	46415.888	6.5	10.0	800.0	3.0	0.173
3507	46415.888	7.0	10.0	400.0	3.0	0.094
3508	46415.888	7.0	10.0	420.0	3.0	0.105
3509	46415.888	7.0	10.0	440.0	3.0	0.113
3510	46415.888	7.0	10.0	460.0	3.0	0.115
3511	46415.888	7.0	10.0	480.0	3.0	0.124
3512	46415.888	7.0	10.0	500.0	3.0	0.127
3513	46415.888	7.0	10.0	520.0	3.0	0.131
3514	46415.888	7.0	10.0	540.0	3.0	0.135
3515	46415.888	7.0	10.0	560.0	3.0	0.139
3516	46415.888	7.0	10.0	580.0	3.0	0.142
3517	46415.888	7.0	10.0	600.0	3.0	0.141
3518	46415.888	7.0	10.0	620.0	3.0	0.14
3519	46415.888	7.0	10.0	640.0	3.0	0.14
3520	46415.888	7.0	10.0	660.0	3.0	0.139
3521	46415.888	7.0	10.0	680.0	3.0	0.144
3522	46415.888	7.0	10.0	700.0	3.0	0.149
3523	46415.888	7.0	10.0	720.0	3.0	0.153
3524	46415.888	7.0	10.0	740.0	3.0	0.156
3525	46415.888	7.0	10.0	760.0	3.0	0.16
3526	46415.888	7.0	10.0	780.0	3.0	0.163
3527	46415.888	7.0	10.0	800.0	3.0	0.167
3528	46415.888	7.5	10.0	400.0	3.0	0.091
3529	46415.888	7.5	10.0	420.0	3.0	0.102
3530	46415.888	7.5	10.0	440.0	3.0	0.109
3531	46415.888	7.5	10.0	460.0	3.0	0.114
3532	46415.888	7.5	10.0	480.0	3.0	0.118
3533	46415.888	7.5	10.0	500.0	3.0	0.126
3534	46415.888	7.5	10.0	520.0	3.0	0.128
3535	46415.888	7.5	10.0	540.0	3.0	0.132
3536	46415.888	7.5	10.0	560.0	3.0	0.136
3537	46415.888	7.5	10.0	580.0	3.0	0.139
3538	46415.888	7.5	10.0	600.0	3.0	0.142
3539	46415.888	7.5	10.0	620.0	3.0	0.143
3540	46415.888	7.5	10.0	640.0	3.0	0.143
3541	46415.888	7.5	10.0	660.0	3.0	0.14
3542	46415.888	7.5	10.0	680.0	3.0	0.142
3543	46415.888	7.5	10.0	700.0	3.0	0.142
3544	46415.888	7.5	10.0	720.0	3.0	0.142
3545	46415.888	7.5	10.0	740.0	3.0	0.146
3546	46415.888	7.5	10.0	760.0	3.0	0.15
3547	46415.888	7.5	10.0	780.0	3.0	0.153
3548	46415.888	7.5	10.0	800.0	3.0	0.157
3549	46415.888	8.0	10.0	400.0	3.0	0.087
3550	46415.888	8.0	10.0	420.0	3.0	0.099
3551	46415.888	8.0	10.0	440.0	3.0	0.108
3552	46415.888	8.0	10.0	460.0	3.0	0.114
3553	46415.888	8.0	10.0	480.0	3.0	0.116
3554	46415.888	8.0	10.0	500.0	3.0	0.122
3555	46415.888	8.0	10.0	520.0	3.0	0.127
3556	46415.888	8.0	10.0	540.0	3.0	0.13
3557	46415.888	8.0	10.0	560.0	3.0	0.132
3558	46415.888	8.0	10.0	580.0	3.0	0.136
3559	46415.888	8.0	10.0	600.0	3.0	0.14
3560	46415.888	8.0	10.0	620.0	3.0	0.142
3561	46415.888	8.0	10.0	640.0	3.0	0.144
3562	46415.888	8.0	10.0	660.0	3.0	0.145
3563	46415.888	8.0	10.0	680.0	3.0	0.145
3564	46415.888	8.0	10.0	700.0	3.0	0.143
3565	46415.888	8.0	10.0	720.0	3.0	0.143
3566	46415.888	8.0	10.0	740.0	3.0	0.143
3567	46415.888	8.0	10.0	760.0	3.0	0.143
3568	46415.888	8.0	10.0	780.0	3.0	0.143
3569	46415.888	8.0	10.0	800.0	3.0	0.146
3570	100000.0	0.0	10.0	400.0	3.0	0.211
3571	100000.0	0.0	10.0	420.0	3.0	0.27
3572	100000.0	0.0	10.0	440.0	3.0	0.342
3573	100000.0	0.0	10.0	460.0	3.0	0.433
3574	100000.0	0.0	10.0	480.0	3.0	0.538
3575	100000.0	0.0	10.0	500.0	3.0	0.646
3576	100000.0	0.0	10.0	520.0	3.0	0.74
3577	100000.0	0.0	10.0	540.0	3.0	0.824
3578	100000.0	0.0	10.0	560.0	3.0	0.897
3579	100000.0	0.0	10.0	580.0	3.0	0.894
3580	100000.0	0.0	10.0	600.0	3.0	0.883
3581	100000.0	0.0	10.0	620.0	3.0	0.856
3582	100000.0	0.0	10.0	640.0	3.0	0.798
3583	100000.0	0.0	10.0	660.0	3.0	0.746
3584	100000.0	0.0	10.0	680.0	3.0	0.698
3585	100000.0	0.0	10.0	700.0	3.0	0.654
3586	100000.0	0.0	10.0	720.0	3.0	0.618
3587	100000.0	0.0	10.0	740.0	3.0	0.583
3588	100000.0	0.0	10.0	760.0	3.0	0.556
3589	100000.0	0.0	10.0	780.0	3.0	0.539
3590	100000.0	0.0	10.0	800.0	3.0	0.528
3591	100000.0	0.5	10.0	400.0	3.0	0.167
3592	100000.0	0.5	10.0	420.0	3.0	0.203
3593	100000.0	0.5	10.0	440.0	3.0	0.237
3594	100000.0	0.5	10.0	460.0	3.0	0.278
3595	100000.0	0.5	10.0	480.0	3.0	0.323
3596	100000.0	0.5	10.0	500.0	3.0	0.373
3597	100000.0	0.5	10.0	520.0	3.0	0.427
3598	100000.0	0.5	10.0	540.0	3.0	0.483
3599	100000.0	0.5	10.0	560.0	3.0	0.54
3600	100000.0	0.5	10.0	580.0	3.0	0.595
3601	100000.0	0.5	10.0	600.0	3.0	0.648
3602	100000.0	0.5	10.0	620.0	3.0	0.697
3603	100000.0	0.5	10.0	640.0	3.0	0.743
3604	100000.0	0.5	10.0	660.0	3.0	0.785
3605	100000.0	0.5	10.0	680.0	3.0	0.825
3606	100000.0	0.5	10.0	700.0	3.0	0.862
3607	100000.0	0.5	10.0	720.0	3.0	0.893
3608	100000.0	0.5	10.0	740.0	3.0	0.902
3609	100000.0	0.5	10.0	760.0	3.0	0.901
3610	100000.0	0.5	10.0	780.0	3.0	0.9
3611	100000.0	0.5	10.0	800.0	3.0	0.895
3612	100000.0	1.0	10.0	400.0	3.0	0.153
3613	100000.0	1.0	10.0	420.0	3.0	0.169
3614	100000.0	1.0	10.0	440.0	3.0	0.196
3615	100000.0	1.0	10.0	460.0	3.0	0.218
3616	100000.0	1.0	10.0	480.0	3.0	0.247
3617	100000.0	1.0	10.0	500.0	3.0	0.272
3618	100000.0	1.0	10.0	520.0	3.0	0.303
3619	100000.0	1.0	10.0	540.0	3.0	0.332
3620	100000.0	1.0	10.0	560.0	3.0	0.361
3621	100000.0	1.0	10.0	580.0	3.0	0.392
3622	100000.0	1.0	10.0	600.0	3.0	0.422
3623	100000.0	1.0	10.0	620.0	3.0	0.454
3624	100000.0	1.0	10.0	640.0	3.0	0.486
3625	100000.0	1.0	10.0	660.0	3.0	0.517
3626	100000.0	1.0	10.0	680.0	3.0	0.549
3627	100000.0	1.0	10.0	700.0	3.0	0.579
3628	100000.0	1.0	10.0	720.0	3.0	0.609
3629	100000.0	1.0	10.0	740.0	3.0	0.639
3630	100000.0	1.0	10.0	760.0	3.0	0.667
3631	100000.0	1.0	10.0	780.0	3.0	0.695
3632	100000.0	1.0	10.0	800.0	3.0	0.723
3633	100000.0	1.5	10.0	400.0	3.0	0.131
3634	100000.0	1.5	10.0	420.0	3.0	0.157
3635	100000.0	1.5	10.0	440.0	3.0	0.17
3636	100000.0	1.5	10.0	460.0	3.0	0.189
3637	100000.0	1.5	10.0	480.0	3.0	0.21
3638	100000.0	1.5	10.0	500.0	3.0	0.224
3639	100000.0	1.5	10.0	520.0	3.0	0.245
3640	100000.0	1.5	10.0	540.0	3.0	0.264
3641	100000.0	1.5	10.0	560.0	3.0	0.281
3642	100000.0	1.5	10.0	580.0	3.0	0.301
3643	100000.0	1.5	10.0	600.0	3.0	0.319
3644	100000.0	1.5	10.0	620.0	3.0	0.336
3645	100000.0	1.5	10.0	640.0	3.0	0.355
3646	100000.0	1.5	10.0	660.0	3.0	0.373
3647	100000.0	1.5	10.0	680.0	3.0	0.393
3648	100000.0	1.5	10.0	700.0	3.0	0.411
3649	100000.0	1.5	10.0	720.0	3.0	0.43
3650	100000.0	1.5	10.0	740.0	3.0	0.45
3651	100000.0	1.5	10.0	760.0	3.0	0.468
3652	100000.0	1.5	10.0	780.0	3.0	0.489
3653	100000.0	1.5	10.0	800.0	3.0	0.509
3654	100000.0	2.0	10.0	400.0	3.0	0.124
3655	100000.0	2.0	10.0	420.0	3.0	0.142
3656	100000.0	2.0	10.0	440.0	3.0	0.159
3657	100000.0	2.0	10.0	460.0	3.0	0.171
3658	100000.0	2.0	10.0	480.0	3.0	0.184
3659	100000.0	2.0	10.0	500.0	3.0	0.2
3660	100000.0	2.0	10.0	520.0	3.0	0.215
3661	100000.0	2.0	10.0	540.0	3.0	0.227
3662	100000.0	2.0	10.0	560.0	3.0	0.237
3663	100000.0	2.0	10.0	580.0	3.0	0.252
3664	100000.0	2.0	10.0	600.0	3.0	0.265
3665	100000.0	2.0	10.0	620.0	3.0	0.277
3666	100000.0	2.0	10.0	640.0	3.0	0.286
3667	100000.0	2.0	10.0	660.0	3.0	0.301
3668	100000.0	2.0	10.0	680.0	3.0	0.314
3669	100000.0	2.0	10.0	700.0	3.0	0.326
3670	100000.0	2.0	10.0	720.0	3.0	0.336
3671	100000.0	2.0	10.0	740.0	3.0	0.35
3672	100000.0	2.0	10.0	760.0	3.0	0.362
3673	100000.0	2.0	10.0	780.0	3.0	0.374
3674	100000.0	2.0	10.0	800.0	3.0	0.386
3675	100000.0	2.5	10.0	400.0	3.0	0.122
3676	100000.0	2.5	10.0	420.0	3.0	0.131
3677	100000.0	2.5	10.0	440.0	3.0	0.147
3678	100000.0	2.5	10.0	460.0	3.0	0.161
3679	100000.0	2.5	10.0	480.0	3.0	0.169
3680	100000.0	2.5	10.0	500.0	3.0	0.18
3681	100000.0	2.5	10.0	520.0	3.0	0.189
3682	100000.0	2.5	10.0	540.0	3.0	0.203
3683	100000.0	2.5	10.0	560.0	3.0	0.214
3684	100000.0	2.5	10.0	580.0	3.0	0.222
3685	100000.0	2.5	10.0	600.0	3.0	0.231
3686	100000.0	2.5	10.0	620.0	3.0	0.238
3687	100000.0	2.5	10.0	640.0	3.0	0.247
3688	100000.0	2.5	10.0	660.0	3.0	0.259
3689	100000.0	2.5	10.0	680.0	3.0	0.268
3690	100000.0	2.5	10.0	700.0	3.0	0.276
3691	100000.0	2.5	10.0	720.0	3.0	0.284
3692	100000.0	2.5	10.0	740.0	3.0	0.29
3693	100000.0	2.5	10.0	760.0	3.0	0.3
3694	100000.0	2.5	10.0	780.0	3.0	0.31
3695	100000.0	2.5	10.0	800.0	3.0	0.319
3696	100000.0	3.0	10.0	400.0	3.0	0.118
3697	100000.0	3.0	10.0	420.0	3.0	0.127
3698	100000.0	3.0	10.0	440.0	3.0	0.141
3699	100000.0	3.0	10.0	460.0	3.0	0.149
3700	100000.0	3.0	10.0	480.0	3.0	0.161
3701	100000.0	3.0	10.0	500.0	3.0	0.169
3702	100000.0	3.0	10.0	520.0	3.0	0.177
3703	100000.0	3.0	10.0	540.0	3.0	0.183
3704	100000.0	3.0	10.0	560.0	3.0	0.191
3705	100000.0	3.0	10.0	580.0	3.0	0.2
3706	100000.0	3.0	10.0	600.0	3.0	0.21
3707	100000.0	3.0	10.0	620.0	3.0	0.218
3708	100000.0	3.0	10.0	640.0	3.0	0.223
3709	100000.0	3.0	10.0	660.0	3.0	0.231
3710	100000.0	3.0	10.0	680.0	3.0	0.237
3711	100000.0	3.0	10.0	700.0	3.0	0.241
3712	100000.0	3.0	10.0	720.0	3.0	0.246
3713	100000.0	3.0	10.0	740.0	3.0	0.255
3714	100000.0	3.0	10.0	760.0	3.0	0.264
3715	100000.0	3.0	10.0	780.0	3.0	0.27
3716	100000.0	3.0	10.0	800.0	3.0	0.276
3717	100000.0	3.5	10.0	400.0	3.0	0.115
3718	100000.0	3.5	10.0	420.0	3.0	0.124
3719	100000.0	3.5	10.0	440.0	3.0	0.13
3720	100000.0	3.5	10.0	460.0	3.0	0.133
3721	100000.0	3.5	10.0	480.0	3.0	0.15
3722	100000.0	3.5	10.0	500.0	3.0	0.16
3723	100000.0	3.5	10.0	520.0	3.0	0.168
3724	100000.0	3.5	10.0	540.0	3.0	0.175
3725	100000.0	3.5	10.0	560.0	3.0	0.181
3726	100000.0	3.5	10.0	580.0	3.0	0.186
3727	100000.0	3.5	10.0	600.0	3.0	0.187
3728	100000.0	3.5	10.0	620.0	3.0	0.195
3729	100000.0	3.5	10.0	640.0	3.0	0.203
3730	100000.0	3.5	10.0	660.0	3.0	0.21
3731	100000.0	3.5	10.0	680.0	3.0	0.217
3732	100000.0	3.5	10.0	700.0	3.0	0.223
3733	100000.0	3.5	10.0	720.0	3.0	0.227
3734	100000.0	3.5	10.0	740.0	3.0	0.232
3735	100000.0	3.5	10.0	760.0	3.0	0.238
3736	100000.0	3.5	10.0	780.0	3.0	0.242
3737	100000.0	3.5	10.0	800.0	3.0	0.245
3738	100000.0	4.0	10.0	400.0	3.0	0.111
3739	100000.0	4.0	10.0	420.0	3.0	0.123
3740	100000.0	4.0	10.0	440.0	3.0	0.127
3741	100000.0	4.0	10.0	460.0	3.0	0.132
3742	100000.0	4.0	10.0	480.0	3.0	0.134
3743	100000.0	4.0	10.0	500.0	3.0	0.149
3744	100000.0	4.0	10.0	520.0	3.0	0.159
3745	100000.0	4.0	10.0	540.0	3.0	0.165
3746	100000.0	4.0	10.0	560.0	3.0	0.171
3747	100000.0	4.0	10.0	580.0	3.0	0.177
3748	100000.0	4.0	10.0	600.0	3.0	0.181
3749	100000.0	4.0	10.0	620.0	3.0	0.187
3750	100000.0	4.0	10.0	640.0	3.0	0.189
3751	100000.0	4.0	10.0	660.0	3.0	0.19
3752	100000.0	4.0	10.0	680.0	3.0	0.194
3753	100000.0	4.0	10.0	700.0	3.0	0.201
3754	100000.0	4.0	10.0	720.0	3.0	0.207
3755	100000.0	4.0	10.0	740.0	3.0	0.213
