number of images:  37
1/f alpha -2.00833517987
1.42195125e-07
 
Photoreceptor Activity (proportion of diffraction)
 
index	obj_dist_mm	focus_D	off_axis_deg	wavelen_nm	pupil_mm	proportion
1414	464.159	8.0	10.0	540.0	3.0	0.215
1415	464.159	8.0	10.0	560.0	3.0	0.226
1416	464.159	8.0	10.0	580.0	3.0	0.241
1417	464.159	8.0	10.0	600.0	3.0	0.25
1418	464.159	8.0	10.0	620.0	3.0	0.264
1419	464.159	8.0	10.0	640.0	3.0	0.274
1420	464.159	8.0	10.0	660.0	3.0	0.281
1421	464.159	8.0	10.0	680.0	3.0	0.29
1422	464.159	8.0	10.0	700.0	3.0	0.298
1423	464.159	8.0	10.0	720.0	3.0	0.303
1424	464.159	8.0	10.0	740.0	3.0	0.313
1425	464.159	8.0	10.0	760.0	3.0	0.325
1426	464.159	8.0	10.0	780.0	3.0	0.334
1427	464.159	8.0	10.0	800.0	3.0	0.343
1428	1000.0	0.0	10.0	400.0	3.0	0.381
1429	1000.0	0.0	10.0	420.0	3.0	0.581
1430	1000.0	0.0	10.0	440.0	3.0	0.794
1431	1000.0	0.0	10.0	460.0	3.0	0.888
1432	1000.0	0.0	10.0	480.0	3.0	0.789
1433	1000.0	0.0	10.0	500.0	3.0	0.647
1434	1000.0	0.0	10.0	520.0	3.0	0.547
1435	1000.0	0.0	10.0	540.0	3.0	0.51
1436	1000.0	0.0	10.0	560.0	3.0	0.484
1437	1000.0	0.0	10.0	580.0	3.0	0.463
1438	1000.0	0.0	10.0	600.0	3.0	0.44
1439	1000.0	0.0	10.0	620.0	3.0	0.425
1440	1000.0	0.0	10.0	640.0	3.0	0.408
1441	1000.0	0.0	10.0	660.0	3.0	0.391
1442	1000.0	0.0	10.0	680.0	3.0	0.379
1443	1000.0	0.0	10.0	700.0	3.0	0.37
1444	1000.0	0.0	10.0	720.0	3.0	0.358
1445	1000.0	0.0	10.0	740.0	3.0	0.349
1446	1000.0	0.0	10.0	760.0	3.0	0.336
1447	1000.0	0.0	10.0	780.0	3.0	0.327
1448	1000.0	0.0	10.0	800.0	3.0	0.317
1449	1000.0	0.5	10.0	400.0	3.0	0.252
1450	1000.0	0.5	10.0	420.0	3.0	0.339
1451	1000.0	0.5	10.0	440.0	3.0	0.457
1452	1000.0	0.5	10.0	460.0	3.0	0.601
1453	1000.0	0.5	10.0	480.0	3.0	0.738
1454	1000.0	0.5	10.0	500.0	3.0	0.859
1455	1000.0	0.5	10.0	520.0	3.0	0.895
1456	1000.0	0.5	10.0	540.0	3.0	0.873
1457	1000.0	0.5	10.0	560.0	3.0	0.79
1458	1000.0	0.5	10.0	580.0	3.0	0.71
1459	1000.0	0.5	10.0	600.0	3.0	0.641
1460	1000.0	0.5	10.0	620.0	3.0	0.587
1461	1000.0	0.5	10.0	640.0	3.0	0.547
1462	1000.0	0.5	10.0	660.0	3.0	0.527
1463	1000.0	0.5	10.0	680.0	3.0	0.513
1464	1000.0	0.5	10.0	700.0	3.0	0.501
1465	1000.0	0.5	10.0	720.0	3.0	0.486
1466	1000.0	0.5	10.0	740.0	3.0	0.471
1467	1000.0	0.5	10.0	760.0	3.0	0.46
1468	1000.0	0.5	10.0	780.0	3.0	0.45
1469	1000.0	0.5	10.0	800.0	3.0	0.436
1470	1000.0	1.0	10.0	400.0	3.0	0.205
1471	1000.0	1.0	10.0	420.0	3.0	0.254
1472	1000.0	1.0	10.0	440.0	3.0	0.314
1473	1000.0	1.0	10.0	460.0	3.0	0.392
1474	1000.0	1.0	10.0	480.0	3.0	0.481
1475	1000.0	1.0	10.0	500.0	3.0	0.576
1476	1000.0	1.0	10.0	520.0	3.0	0.669
1477	1000.0	1.0	10.0	540.0	3.0	0.753
1478	1000.0	1.0	10.0	560.0	3.0	0.829
1479	1000.0	1.0	10.0	580.0	3.0	0.89
1480	1000.0	1.0	10.0	600.0	3.0	0.898
1481	1000.0	1.0	10.0	620.0	3.0	0.894
1482	1000.0	1.0	10.0	640.0	3.0	0.874
1483	1000.0	1.0	10.0	660.0	3.0	0.83
1484	1000.0	1.0	10.0	680.0	3.0	0.782
1485	1000.0	1.0	10.0	700.0	3.0	0.735
1486	1000.0	1.0	10.0	720.0	3.0	0.693
1487	1000.0	1.0	10.0	740.0	3.0	0.652
1488	1000.0	1.0	10.0	760.0	3.0	0.617
1489	1000.0	1.0	10.0	780.0	3.0	0.587
1490	1000.0	1.0	10.0	800.0	3.0	0.56
1491	1000.0	1.5	10.0	400.0	3.0	0.175
1492	1000.0	1.5	10.0	420.0	3.0	0.213
1493	1000.0	1.5	10.0	440.0	3.0	0.254
1494	1000.0	1.5	10.0	460.0	3.0	0.299
1495	1000.0	1.5	10.0	480.0	3.0	0.35
1496	1000.0	1.5	10.0	500.0	3.0	0.407
1497	1000.0	1.5	10.0	520.0	3.0	0.468
1498	1000.0	1.5	10.0	540.0	3.0	0.531
1499	1000.0	1.5	10.0	560.0	3.0	0.593
1500	1000.0	1.5	10.0	580.0	3.0	0.653
1501	1000.0	1.5	10.0	600.0	3.0	0.707
1502	1000.0	1.5	10.0	620.0	3.0	0.759
1503	1000.0	1.5	10.0	640.0	3.0	0.808
1504	1000.0	1.5	10.0	660.0	3.0	0.855
1505	1000.0	1.5	10.0	680.0	3.0	0.889
1506	1000.0	1.5	10.0	700.0	3.0	0.898
1507	1000.0	1.5	10.0	720.0	3.0	0.901
1508	1000.0	1.5	10.0	740.0	3.0	0.9
1509	1000.0	1.5	10.0	760.0	3.0	0.895
1510	1000.0	1.5	10.0	780.0	3.0	0.877
1511	1000.0	1.5	10.0	800.0	3.0	0.849
1512	1000.0	2.0	10.0	400.0	3.0	0.162
1513	1000.0	2.0	10.0	420.0	3.0	0.185
1514	1000.0	2.0	10.0	440.0	3.0	0.217
1515	1000.0	2.0	10.0	460.0	3.0	0.25
1516	1000.0	2.0	10.0	480.0	3.0	0.282
1517	1000.0	2.0	10.0	500.0	3.0	0.321
1518	1000.0	2.0	10.0	520.0	3.0	0.359
1519	1000.0	2.0	10.0	540.0	3.0	0.399
1520	1000.0	2.0	10.0	560.0	3.0	0.44
1521	1000.0	2.0	10.0	580.0	3.0	0.481
1522	1000.0	2.0	10.0	600.0	3.0	0.523
1523	1000.0	2.0	10.0	620.0	3.0	0.565
1524	1000.0	2.0	10.0	640.0	3.0	0.603
1525	1000.0	2.0	10.0	660.0	3.0	0.641
1526	1000.0	2.0	10.0	680.0	3.0	0.679
1527	1000.0	2.0	10.0	700.0	3.0	0.714
1528	1000.0	2.0	10.0	720.0	3.0	0.748
1529	1000.0	2.0	10.0	740.0	3.0	0.782
1530	1000.0	2.0	10.0	760.0	3.0	0.816
1531	1000.0	2.0	10.0	780.0	3.0	0.849
1532	1000.0	2.0	10.0	800.0	3.0	0.876
1533	1000.0	2.5	10.0	400.0	3.0	0.152
1534	1000.0	2.5	10.0	420.0	3.0	0.171
1535	1000.0	2.5	10.0	440.0	3.0	0.193
1536	1000.0	2.5	10.0	460.0	3.0	0.219
1537	1000.0	2.5	10.0	480.0	3.0	0.243
1538	1000.0	2.5	10.0	500.0	3.0	0.271
1539	1000.0	2.5	10.0	520.0	3.0	0.296
1540	1000.0	2.5	10.0	540.0	3.0	0.327
1541	1000.0	2.5	10.0	560.0	3.0	0.353
1542	1000.0	2.5	10.0	580.0	3.0	0.381
1543	1000.0	2.5	10.0	600.0	3.0	0.41
1544	1000.0	2.5	10.0	620.0	3.0	0.437
1545	1000.0	2.5	10.0	640.0	3.0	0.466
1546	1000.0	2.5	10.0	660.0	3.0	0.493
1547	1000.0	2.5	10.0	680.0	3.0	0.521
1548	1000.0	2.5	10.0	700.0	3.0	0.548
1549	1000.0	2.5	10.0	720.0	3.0	0.575
1550	1000.0	2.5	10.0	740.0	3.0	0.602
1551	1000.0	2.5	10.0	760.0	3.0	0.63
1552	1000.0	2.5	10.0	780.0	3.0	0.656
1553	1000.0	2.5	10.0	800.0	3.0	0.682
1554	1000.0	3.0	10.0	400.0	3.0	0.135
1555	1000.0	3.0	10.0	420.0	3.0	0.161
1556	1000.0	3.0	10.0	440.0	3.0	0.178
1557	1000.0	3.0	10.0	460.0	3.0	0.197
1558	1000.0	3.0	10.0	480.0	3.0	0.22
1559	1000.0	3.0	10.0	500.0	3.0	0.237
1560	1000.0	3.0	10.0	520.0	3.0	0.26
1561	1000.0	3.0	10.0	540.0	3.0	0.281
1562	1000.0	3.0	10.0	560.0	3.0	0.298
1563	1000.0	3.0	10.0	580.0	3.0	0.322
1564	1000.0	3.0	10.0	600.0	3.0	0.341
1565	1000.0	3.0	10.0	620.0	3.0	0.361
1566	1000.0	3.0	10.0	640.0	3.0	0.381
1567	1000.0	3.0	10.0	660.0	3.0	0.4
1568	1000.0	3.0	10.0	680.0	3.0	0.42
1569	1000.0	3.0	10.0	700.0	3.0	0.439
1570	1000.0	3.0	10.0	720.0	3.0	0.459
1571	1000.0	3.0	10.0	740.0	3.0	0.479
1572	1000.0	3.0	10.0	760.0	3.0	0.497
1573	1000.0	3.0	10.0	780.0	3.0	0.519
1574	1000.0	3.0	10.0	800.0	3.0	0.538
1575	1000.0	3.5	10.0	400.0	3.0	0.128
1576	1000.0	3.5	10.0	420.0	3.0	0.151
1577	1000.0	3.5	10.0	440.0	3.0	0.168
1578	1000.0	3.5	10.0	460.0	3.0	0.183
1579	1000.0	3.5	10.0	480.0	3.0	0.198
1580	1000.0	3.5	10.0	500.0	3.0	0.219
1581	1000.0	3.5	10.0	520.0	3.0	0.235
1582	1000.0	3.5	10.0	540.0	3.0	0.245
1583	1000.0	3.5	10.0	560.0	3.0	0.266
1584	1000.0	3.5	10.0	580.0	3.0	0.283
1585	1000.0	3.5	10.0	600.0	3.0	0.297
1586	1000.0	3.5	10.0	620.0	3.0	0.31
1587	1000.0	3.5	10.0	640.0	3.0	0.326
1588	1000.0	3.5	10.0	660.0	3.0	0.342
1589	1000.0	3.5	10.0	680.0	3.0	0.356
1590	1000.0	3.5	10.0	700.0	3.0	0.369
1591	1000.0	3.5	10.0	720.0	3.0	0.385
1592	1000.0	3.5	10.0	740.0	3.0	0.399
1593	1000.0	3.5	10.0	760.0	3.0	0.412
1594	1000.0	3.5	10.0	780.0	3.0	0.428
1595	1000.0	3.5	10.0	800.0	3.0	0.444
1596	1000.0	4.0	10.0	400.0	3.0	0.129
1597	1000.0	4.0	10.0	420.0	3.0	0.137
1598	1000.0	4.0	10.0	440.0	3.0	0.16
1599	1000.0	4.0	10.0	460.0	3.0	0.173
1600	1000.0	4.0	10.0	480.0	3.0	0.187
1601	1000.0	4.0	10.0	500.0	3.0	0.196
1602	1000.0	4.0	10.0	520.0	3.0	0.215
1603	1000.0	4.0	10.0	540.0	3.0	0.227
1604	1000.0	4.0	10.0	560.0	3.0	0.241
1605	1000.0	4.0	10.0	580.0	3.0	0.249
1606	1000.0	4.0	10.0	600.0	3.0	0.265
1607	1000.0	4.0	10.0	620.0	3.0	0.278
1608	1000.0	4.0	10.0	640.0	3.0	0.291
1609	1000.0	4.0	10.0	660.0	3.0	0.301
1610	1000.0	4.0	10.0	680.0	3.0	0.31
1611	1000.0	4.0	10.0	700.0	3.0	0.322
1612	1000.0	4.0	10.0	720.0	3.0	0.334
1613	1000.0	4.0	10.0	740.0	3.0	0.347
1614	1000.0	4.0	10.0	760.0	3.0	0.357
1615	1000.0	4.0	10.0	780.0	3.0	0.368
1616	1000.0	4.0	10.0	800.0	3.0	0.377
1617	1000.0	4.5	10.0	400.0	3.0	0.126
1618	1000.0	4.5	10.0	420.0	3.0	0.131
1619	1000.0	4.5	10.0	440.0	3.0	0.15
1620	1000.0	4.5	10.0	460.0	3.0	0.166
1621	1000.0	4.5	10.0	480.0	3.0	0.176
1622	1000.0	4.5	10.0	500.0	3.0	0.189
1623	1000.0	4.5	10.0	520.0	3.0	0.195
1624	1000.0	4.5	10.0	540.0	3.0	0.21
1625	1000.0	4.5	10.0	560.0	3.0	0.224
1626	1000.0	4.5	10.0	580.0	3.0	0.233
1627	1000.0	4.5	10.0	600.0	3.0	0.244
1628	1000.0	4.5	10.0	620.0	3.0	0.252
1629	1000.0	4.5	10.0	640.0	3.0	0.257
1630	1000.0	4.5	10.0	660.0	3.0	0.27
1631	1000.0	4.5	10.0	680.0	3.0	0.28
1632	1000.0	4.5	10.0	700.0	3.0	0.29
1633	1000.0	4.5	10.0	720.0	3.0	0.301
1634	1000.0	4.5	10.0	740.0	3.0	0.308
1635	1000.0	4.5	10.0	760.0	3.0	0.315
1636	1000.0	4.5	10.0	780.0	3.0	0.322
1637	1000.0	4.5	10.0	800.0	3.0	0.332
1638	1000.0	5.0	10.0	400.0	3.0	0.123
1639	1000.0	5.0	10.0	420.0	3.0	0.133
1640	1000.0	5.0	10.0	440.0	3.0	0.144
1641	1000.0	5.0	10.0	460.0	3.0	0.157
1642	1000.0	5.0	10.0	480.0	3.0	0.17
1643	1000.0	5.0	10.0	500.0	3.0	0.179
1644	1000.0	5.0	10.0	520.0	3.0	0.19
1645	1000.0	5.0	10.0	540.0	3.0	0.195
1646	1000.0	5.0	10.0	560.0	3.0	0.203
1647	1000.0	5.0	10.0	580.0	3.0	0.215
1648	1000.0	5.0	10.0	600.0	3.0	0.227
1649	1000.0	5.0	10.0	620.0	3.0	0.234
1650	1000.0	5.0	10.0	640.0	3.0	0.244
1651	1000.0	5.0	10.0	660.0	3.0	0.251
1652	1000.0	5.0	10.0	680.0	3.0	0.256
1653	1000.0	5.0	10.0	700.0	3.0	0.261
1654	1000.0	5.0	10.0	720.0	3.0	0.269
1655	1000.0	5.0	10.0	740.0	3.0	0.278
1656	1000.0	5.0	10.0	760.0	3.0	0.286
1657	1000.0	5.0	10.0	780.0	3.0	0.294
1658	1000.0	5.0	10.0	800.0	3.0	0.303
1659	1000.0	5.5	10.0	400.0	3.0	0.119
1660	1000.0	5.5	10.0	420.0	3.0	0.131
1661	1000.0	5.5	10.0	440.0	3.0	0.135
1662	1000.0	5.5	10.0	460.0	3.0	0.146
1663	1000.0	5.5	10.0	480.0	3.0	0.162
1664	1000.0	5.5	10.0	500.0	3.0	0.172
1665	1000.0	5.5	10.0	520.0	3.0	0.18
1666	1000.0	5.5	10.0	540.0	3.0	0.19
1667	1000.0	5.5	10.0	560.0	3.0	0.195
1668	1000.0	5.5	10.0	580.0	3.0	0.199
1669	1000.0	5.5	10.0	600.0	3.0	0.207
1670	1000.0	5.5	10.0	620.0	3.0	0.217
1671	1000.0	5.5	10.0	640.0	3.0	0.226
1672	1000.0	5.5	10.0	660.0	3.0	0.233
1673	1000.0	5.5	10.0	680.0	3.0	0.24
1674	1000.0	5.5	10.0	700.0	3.0	0.248
1675	1000.0	5.5	10.0	720.0	3.0	0.254
1676	1000.0	5.5	10.0	740.0	3.0	0.259
1677	1000.0	5.5	10.0	760.0	3.0	0.262
1678	1000.0	5.5	10.0	780.0	3.0	0.267
1679	1000.0	5.5	10.0	800.0	3.0	0.272
1680	1000.0	6.0	10.0	400.0	3.0	0.115
1681	1000.0	6.0	10.0	420.0	3.0	0.139
1682	1000.0	6.0	10.0	440.0	3.0	0.137
1683	1000.0	6.0	10.0	460.0	3.0	0.133
1684	1000.0	6.0	10.0	480.0	3.0	0.152
1685	1000.0	6.0	10.0	500.0	3.0	0.165
1686	1000.0	6.0	10.0	520.0	3.0	0.174
1687	1000.0	6.0	10.0	540.0	3.0	0.181
1688	1000.0	6.0	10.0	560.0	3.0	0.188
1689	1000.0	6.0	10.0	580.0	3.0	0.196
1690	1000.0	6.0	10.0	600.0	3.0	0.199
1691	1000.0	6.0	10.0	620.0	3.0	0.203
1692	1000.0	6.0	10.0	640.0	3.0	0.208
1693	1000.0	6.0	10.0	660.0	3.0	0.216
1694	1000.0	6.0	10.0	680.0	3.0	0.223
1695	1000.0	6.0	10.0	700.0	3.0	0.23
1696	1000.0	6.0	10.0	720.0	3.0	0.235
1697	1000.0	6.0	10.0	740.0	3.0	0.241
1698	1000.0	6.0	10.0	760.0	3.0	0.249
1699	1000.0	6.0	10.0	780.0	3.0	0.254
1700	1000.0	6.0	10.0	800.0	3.0	0.258
1701	1000.0	6.5	10.0	400.0	3.0	0.114
1702	1000.0	6.5	10.0	420.0	3.0	0.128
1703	1000.0	6.5	10.0	440.0	3.0	0.133
1704	1000.0	6.5	10.0	460.0	3.0	0.139
1705	1000.0	6.5	10.0	480.0	3.0	0.138
1706	1000.0	6.5	10.0	500.0	3.0	0.154
1707	1000.0	6.5	10.0	520.0	3.0	0.166
1708	1000.0	6.5	10.0	540.0	3.0	0.174
1709	1000.0	6.5	10.0	560.0	3.0	0.18
1710	1000.0	6.5	10.0	580.0	3.0	0.186
1711	1000.0	6.5	10.0	600.0	3.0	0.193
1712	1000.0	6.5	10.0	620.0	3.0	0.2
1713	1000.0	6.5	10.0	640.0	3.0	0.201
1714	1000.0	6.5	10.0	660.0	3.0	0.205
1715	1000.0	6.5	10.0	680.0	3.0	0.207
1716	1000.0	6.5	10.0	700.0	3.0	0.213
1717	1000.0	6.5	10.0	720.0	3.0	0.218
1718	1000.0	6.5	10.0	740.0	3.0	0.224
1719	1000.0	6.5	10.0	760.0	3.0	0.231
1720	1000.0	6.5	10.0	780.0	3.0	0.237
1721	1000.0	6.5	10.0	800.0	3.0	0.24
1722	1000.0	7.0	10.0	400.0	3.0	0.112
1723	1000.0	7.0	10.0	420.0	3.0	0.12
1724	1000.0	7.0	10.0	440.0	3.0	0.131
1725	1000.0	7.0	10.0	460.0	3.0	0.139
1726	1000.0	7.0	10.0	480.0	3.0	0.137
1727	1000.0	7.0	10.0	500.0	3.0	0.143
1728	1000.0	7.0	10.0	520.0	3.0	0.156
1729	1000.0	7.0	10.0	540.0	3.0	0.167
1730	1000.0	7.0	10.0	560.0	3.0	0.173
1731	1000.0	7.0	10.0	580.0	3.0	0.179
1732	1000.0	7.0	10.0	600.0	3.0	0.184
1733	1000.0	7.0	10.0	620.0	3.0	0.188
1734	1000.0	7.0	10.0	640.0	3.0	0.196
1735	1000.0	7.0	10.0	660.0	3.0	0.202
1736	1000.0	7.0	10.0	680.0	3.0	0.203
1737	1000.0	7.0	10.0	700.0	3.0	0.205
1738	1000.0	7.0	10.0	720.0	3.0	0.209
1739	1000.0	7.0	10.0	740.0	3.0	0.21
1740	1000.0	7.0	10.0	760.0	3.0	0.213
1741	1000.0	7.0	10.0	780.0	3.0	0.219
1742	1000.0	7.0	10.0	800.0	3.0	0.224
1743	1000.0	7.5	10.0	400.0	3.0	0.11
1744	1000.0	7.5	10.0	420.0	3.0	0.116
1745	1000.0	7.5	10.0	440.0	3.0	0.128
1746	1000.0	7.5	10.0	460.0	3.0	0.136
1747	1000.0	7.5	10.0	480.0	3.0	0.143
1748	1000.0	7.5	10.0	500.0	3.0	0.138
1749	1000.0	7.5	10.0	520.0	3.0	0.146
1750	1000.0	7.5	10.0	540.0	3.0	0.157
1751	1000.0	7.5	10.0	560.0	3.0	0.166
1752	1000.0	7.5	10.0	580.0	3.0	0.171
1753	1000.0	7.5	10.0	600.0	3.0	0.178
1754	1000.0	7.5	10.0	620.0	3.0	0.183
1755	1000.0	7.5	10.0	640.0	3.0	0.187
1756	1000.0	7.5	10.0	660.0	3.0	0.191
1757	1000.0	7.5	10.0	680.0	3.0	0.196
1758	1000.0	7.5	10.0	700.0	3.0	0.202
1759	1000.0	7.5	10.0	720.0	3.0	0.205
1760	1000.0	7.5	10.0	740.0	3.0	0.207
1761	1000.0	7.5	10.0	760.0	3.0	0.209
1762	1000.0	7.5	10.0	780.0	3.0	0.211
1763	1000.0	7.5	10.0	800.0	3.0	0.213
1764	1000.0	8.0	10.0	400.0	3.0	0.109
1765	1000.0	8.0	10.0	420.0	3.0	0.118
1766	1000.0	8.0	10.0	440.0	3.0	0.125
1767	1000.0	8.0	10.0	460.0	3.0	0.134
1768	1000.0	8.0	10.0	480.0	3.0	0.141
1769	1000.0	8.0	10.0	500.0	3.0	0.144
1770	1000.0	8.0	10.0	520.0	3.0	0.14
1771	1000.0	8.0	10.0	540.0	3.0	0.146
1772	1000.0	8.0	10.0	560.0	3.0	0.156
1773	1000.0	8.0	10.0	580.0	3.0	0.164
1774	1000.0	8.0	10.0	600.0	3.0	0.171
1775	1000.0	8.0	10.0	620.0	3.0	0.175
1776	1000.0	8.0	10.0	640.0	3.0	0.181
1777	1000.0	8.0	10.0	660.0	3.0	0.185
1778	1000.0	8.0	10.0	680.0	3.0	0.187
1779	1000.0	8.0	10.0	700.0	3.0	0.192
1780	1000.0	8.0	10.0	720.0	3.0	0.196
1781	1000.0	8.0	10.0	740.0	3.0	0.202
1782	1000.0	8.0	10.0	760.0	3.0	0.205
1783	1000.0	8.0	10.0	780.0	3.0	0.208
1784	1000.0	8.0	10.0	800.0	3.0	0.21
1785	2154.435	0.0	10.0	400.0	3.0	0.266
1786	2154.435	0.0	10.0	420.0	3.0	0.364
1787	2154.435	0.0	10.0	440.0	3.0	0.5
1788	2154.435	0.0	10.0	460.0	3.0	0.655
1789	2154.435	0.0	10.0	480.0	3.0	0.794
1790	2154.435	0.0	10.0	500.0	3.0	0.898
1791	2154.435	0.0	10.0	520.0	3.0	0.884
1792	2154.435	0.0	10.0	540.0	3.0	0.818
1793	2154.435	0.0	10.0	560.0	3.0	0.725
1794	2154.435	0.0	10.0	580.0	3.0	0.647
1795	2154.435	0.0	10.0	600.0	3.0	0.588
1796	2154.435	0.0	10.0	620.0	3.0	0.544
1797	2154.435	0.0	10.0	640.0	3.0	0.525
1798	2154.435	0.0	10.0	660.0	3.0	0.508
1799	2154.435	0.0	10.0	680.0	3.0	0.496
1800	2154.435	0.0	10.0	700.0	3.0	0.481
1801	2154.435	0.0	10.0	720.0	3.0	0.469
1802	2154.435	0.0	10.0	740.0	3.0	0.457
1803	2154.435	0.0	10.0	760.0	3.0	0.441
1804	2154.435	0.0	10.0	780.0	3.0	0.431
1805	2154.435	0.0	10.0	800.0	3.0	0.423
1806	2154.435	0.5	10.0	400.0	3.0	0.2
1807	2154.435	0.5	10.0	420.0	3.0	0.247
1808	2154.435	0.5	10.0	440.0	3.0	0.303
1809	2154.435	0.5	10.0	460.0	3.0	0.376
1810	2154.435	0.5	10.0	480.0	3.0	0.46
1811	2154.435	0.5	10.0	500.0	3.0	0.552
1812	2154.435	0.5	10.0	520.0	3.0	0.641
1813	2154.435	0.5	10.0	540.0	3.0	0.724
1814	2154.435	0.5	10.0	560.0	3.0	0.797
1815	2154.435	0.5	10.0	580.0	3.0	0.865
1816	2154.435	0.5	10.0	600.0	3.0	0.901
1817	2154.435	0.5	10.0	620.0	3.0	0.897
1818	2154.435	0.5	10.0	640.0	3.0	0.891
1819	2154.435	0.5	10.0	660.0	3.0	0.867
1820	2154.435	0.5	10.0	680.0	3.0	0.824
1821	2154.435	0.5	10.0	700.0	3.0	0.775
1822	2154.435	0.5	10.0	720.0	3.0	0.734
1823	2154.435	0.5	10.0	740.0	3.0	0.694
1824	2154.435	0.5	10.0	760.0	3.0	0.656
1825	2154.435	0.5	10.0	780.0	3.0	0.623
1826	2154.435	0.5	10.0	800.0	3.0	0.592
1827	2154.435	1.0	10.0	400.0	3.0	0.167
1828	2154.435	1.0	10.0	420.0	3.0	0.202
1829	2154.435	1.0	10.0	440.0	3.0	0.235
1830	2154.435	1.0	10.0	460.0	3.0	0.273
1831	2154.435	1.0	10.0	480.0	3.0	0.317
1832	2154.435	1.0	10.0	500.0	3.0	0.365
1833	2154.435	1.0	10.0	520.0	3.0	0.417
1834	2154.435	1.0	10.0	540.0	3.0	0.472
1835	2154.435	1.0	10.0	560.0	3.0	0.527
1836	2154.435	1.0	10.0	580.0	3.0	0.581
1837	2154.435	1.0	10.0	600.0	3.0	0.631
1838	2154.435	1.0	10.0	620.0	3.0	0.681
1839	2154.435	1.0	10.0	640.0	3.0	0.726
1840	2154.435	1.0	10.0	660.0	3.0	0.768
1841	2154.435	1.0	10.0	680.0	3.0	0.809
1842	2154.435	1.0	10.0	700.0	3.0	0.847
1843	2154.435	1.0	10.0	720.0	3.0	0.885
1844	2154.435	1.0	10.0	740.0	3.0	0.898
1845	2154.435	1.0	10.0	760.0	3.0	0.902
1846	2154.435	1.0	10.0	780.0	3.0	0.901
1847	2154.435	1.0	10.0	800.0	3.0	0.9
1848	2154.435	1.5	10.0	400.0	3.0	0.155
1849	2154.435	1.5	10.0	420.0	3.0	0.173
1850	2154.435	1.5	10.0	440.0	3.0	0.202
1851	2154.435	1.5	10.0	460.0	3.0	0.224
1852	2154.435	1.5	10.0	480.0	3.0	0.256
1853	2154.435	1.5	10.0	500.0	3.0	0.283
1854	2154.435	1.5	10.0	520.0	3.0	0.315
1855	2154.435	1.5	10.0	540.0	3.0	0.347
1856	2154.435	1.5	10.0	560.0	3.0	0.378
1857	2154.435	1.5	10.0	580.0	3.0	0.411
1858	2154.435	1.5	10.0	600.0	3.0	0.445
1859	2154.435	1.5	10.0	620.0	3.0	0.478
1860	2154.435	1.5	10.0	640.0	3.0	0.511
1861	2154.435	1.5	10.0	660.0	3.0	0.545
1862	2154.435	1.5	10.0	680.0	3.0	0.577
1863	2154.435	1.5	10.0	700.0	3.0	0.608
1864	2154.435	1.5	10.0	720.0	3.0	0.639
1865	2154.435	1.5	10.0	740.0	3.0	0.669
1866	2154.435	1.5	10.0	760.0	3.0	0.699
1867	2154.435	1.5	10.0	780.0	3.0	0.728
1868	2154.435	1.5	10.0	800.0	3.0	0.757
1869	2154.435	2.0	10.0	400.0	3.0	0.139
1870	2154.435	2.0	10.0	420.0	3.0	0.161
1871	2154.435	2.0	10.0	440.0	3.0	0.177
1872	2154.435	2.0	10.0	460.0	3.0	0.199
1873	2154.435	2.0	10.0	480.0	3.0	0.219
1874	2154.435	2.0	10.0	500.0	3.0	0.24
1875	2154.435	2.0	10.0	520.0	3.0	0.262
1876	2154.435	2.0	10.0	540.0	3.0	0.281
1877	2154.435	2.0	10.0	560.0	3.0	0.304
1878	2154.435	2.0	10.0	580.0	3.0	0.325
1879	2154.435	2.0	10.0	600.0	3.0	0.345
1880	2154.435	2.0	10.0	620.0	3.0	0.367
1881	2154.435	2.0	10.0	640.0	3.0	0.387
1882	2154.435	2.0	10.0	660.0	3.0	0.41
1883	2154.435	2.0	10.0	680.0	3.0	0.43
1884	2154.435	2.0	10.0	700.0	3.0	0.452
1885	2154.435	2.0	10.0	720.0	3.0	0.473
1886	2154.435	2.0	10.0	740.0	3.0	0.495
1887	2154.435	2.0	10.0	760.0	3.0	0.517
1888	2154.435	2.0	10.0	780.0	3.0	0.54
1889	2154.435	2.0	10.0	800.0	3.0	0.562
1890	2154.435	2.5	10.0	400.0	3.0	0.127
1891	2154.435	2.5	10.0	420.0	3.0	0.15
1892	2154.435	2.5	10.0	440.0	3.0	0.166
1893	2154.435	2.5	10.0	460.0	3.0	0.179
1894	2154.435	2.5	10.0	480.0	3.0	0.196
1895	2154.435	2.5	10.0	500.0	3.0	0.215
1896	2154.435	2.5	10.0	520.0	3.0	0.229
1897	2154.435	2.5	10.0	540.0	3.0	0.242
1898	2154.435	2.5	10.0	560.0	3.0	0.26
1899	2154.435	2.5	10.0	580.0	3.0	0.275
1900	2154.435	2.5	10.0	600.0	3.0	0.288
1901	2154.435	2.5	10.0	620.0	3.0	0.304
1902	2154.435	2.5	10.0	640.0	3.0	0.319
1903	2154.435	2.5	10.0	660.0	3.0	0.334
1904	2154.435	2.5	10.0	680.0	3.0	0.346
1905	2154.435	2.5	10.0	700.0	3.0	0.362
1906	2154.435	2.5	10.0	720.0	3.0	0.377
1907	2154.435	2.5	10.0	740.0	3.0	0.39
1908	2154.435	2.5	10.0	760.0	3.0	0.405
1909	2154.435	2.5	10.0	780.0	3.0	0.421
1910	2154.435	2.5	10.0	800.0	3.0	0.434
